Cap_do,Cap_up
"0,1776","0,3276"
"0,22","0,2184"
"0,243","0,2184"
"0,0254","0,4232"
"0,256","0,1587"
"0,0921","0,232"
"0,2226","0,1582"
"0,1314","0,2034"
"0,1065","0,0452"
"0,0698","0,1808"
"0,0747","0,0452"
"0,3","0,226"
"0,2776","0,0226"
"0,2394","0,1808"
"0,175","0,113"
"0,1088","0,226"
"0,3456","0,3912"
"0,0516","0,44"
"0,641","0,2092"
"0,1672","0,1207"
"0,0463","0,8015"
"0,1832","0,1123"
"0,2195","1,0773"
"0,252","0,7746"
"0,1673","0,819"
"0,0414","0,8771"
"0,0323","0,1237"
"0,302","1,2132"
"0,2032","0,6745"
"0,0332","0,6545"
"0,1674","0,0452"
"0,222","0,1808"
"0,1044","0,0678"
"0,2799","0,2034"
"0,2328","0,226"
"0,1936","0,0904"
"0,032","0,0904"
"0,1848","0,0904"
"0,0238","0,0904"
"0,153","0,1356"
"0,1212","0,8424"
"0,3384","0,7488"
"0,3696","0,691"
"0,1458","0,6003"
"0,4072","0,879"
"0,3776","0,5782"
"0,2085","0,5148"
"0,0382","0,8469"
"0,0819","0,6258"
"0,0693","0,8848"
"0,34","0,3126"
"0,2359","0,6216"
"0,2232","0,9108"
"0,2736","0,3174"
"0,0426","0,0678"
"0,1344","0,0452"
"0,032","0,226"
"0,161","0,1808"
"0,193","0,1808"
"0,2169","0,226"
"0,1396","0,1356"
"0,19","0,1582"
"0,245","0,1582"
"0,185","0,1808"
"0,1116","0,5256"
"0,2891","0,68"
"0,3771","0,2346"
"0,228","0,539"
"0,1509","0,3288"
"0,0622","0,837"
"0,0927","0,366"
"0,2009","0,3912"
"0,1608","0,3816"
"0,168","0,796"
"0,053","0,4152"
"0,238","0,6054"
"0,278","1,003"
"0,0813","0,2062"
"0,1098","0,0904"
"0,0242","0,1582"
"0,27","0,0904"
"0,182","0,1582"
"0,1148","0,0226"
"0,1452","0,1582"
"0,0542","0,1808"
"0,1904","0,226"
"0,372","0,0226"
"0,378","0,1356"
"0,383","0,2448"
"0,34","0,3429"
"0,5832","0,2514"
"0,4869","0,265"
"0,3804","0,4384"
"0,327","1,242"
"0,25","1,602"
"0,1662","1,1452"
"0,2268","0,818"
"0,0504","0,1677"
"0,259","0,6608"
"0,0699","0,3344"
"0,1415","0,3306"
"0,1545","0,7955"
"0,2527","0,0226"
"0,0693","0,2034"
"0,1251","0,0452"
"0,256","0,1356"
"0,2024","0,1582"
"0,1904","0,2034"
"0,0464","0,1582"
"0,2655","0,113"
"0,2556","0,0452"
"0,0885","0,113"
"0,0328","0,2022"
"0,207","0,8523"
"0,0894","1,016"
"0,2814","0,7974"
"0,491","0,814"
"0,1024","0,1506"
"0,107","0,3592"
"0,1813","0,8568"
"0,274","0,4284"
"0,0568","0,1087"
"0,1428","0,555"
"0,0235","1,13"
"0,0548","1,11"
"0,136","0,0969"
"0,1083","0,113"
"0,129","0,0226"
"0,2088","0,0452"
"0,2232","0,0452"
"0,0942","0,1582"
"0,112","0,0452"
"0,024","0,226"
"0,366","0,0904"
"0,1956","0,1356"
"0,1305","0,2034"
"0,138","0,8512"
"0,3072","0,3792"
"0,619","0,1756"
"0,0402","0,189"
"0,1208","0,434"
"0,1584","0,6979"
"0,291","0,7056"
"0,1082","0,1007"
"0,1953","0,7511"
"0,1935","0,9528"
"0,24","0,3573"
"0,0496","0,4584"
"0,1884","0,225"
"0,233","1,053"
"0,129","0,1808"
"0,0738","0,0904"
"0,2044","0,0226"
"0,2718","0,113"
"0,1476","0,113"
"0,1752","0,0226"
"0,0564","0,0678"
"0,228","0,1582"
"0,0976","0,0678"
"0,2136","0,0678"
"0,4788","0,6622"
"0,0429","0,7168"
"0,2996","0,7872"
"0,099","0,309"
"0,296","0,888"
"0,3808","0,5448"
"0,2023","1,143"
"0,0257","0,586"
"0,0864","0,9192"
"0,0702","0,3507"
"0,0594","1,148"
"0,2547","0,6456"
"0,3879","0,3156"
"0,2024","0,9936"
"0,1352","0,2034"
"0,1935","0,113"
"0,1434","0,226"
"0,2364","0,113"
"0,1638","0,1808"
"0,2336","0,0904"
"0,1521","0,226"
"0,1771","0,113"
"0,1446","0,1356"
"0,123","0,2034"
"0,2664","0,9751"
"0,252","0,5424"
"0,2185","0,247"
"0,2922","0,1229"
"0,1602","0,7374"
"0,378","0,4376"
"0,557","0,3489"
"0,0846","1,0776"
"0,0232","0,5912"
"0,2007","0,1473"
"0,0386","0,2798"
"0,0368","0,2704"
"0,4599","0,9272"
"0,3078","0,4852"
"0,243","0,0226"
"0,1864","0,0904"
"0,1251","0,0678"
"0,15","0,1808"
"0,2382","0,0452"
"0,0327","0,1582"
"0,1848","0,1582"
"0,0723","0,2034"
"0,075","0,2034"
"0,2205","0,0226"
"0,0311","1,2192"
"0,0731","0,4848"
"0,3996","0,1066"
"0,3092","0,1129"
"0,4496","0,222"
"0,52","1,0611"
"0,2093","0,5428"
"0,144","0,296"
"0,0972","1,036"
"0,1002","0,98"
"0,2232","0,711"
"0,0492","1,3491"
"0,0909","1,458"
"0,18","0,2934"
"0,1676","0,0904"
"0,0928","0,2034"
"0,1055","0,1356"
"0,0696","0,0226"
"0,0628","0,0904"
"0,0984","0,226"
"0,069","0,2034"
"0,118","0,0904"
"0,1485","0,0226"
"0,0433","0,1356"
"0,221","0,4"
"0,2165","0,8368"
"0,2235","0,8128"
"0,1524","0,1076"
"0,1317","0,9873"
"0,189","1,026"
"0,0266","0,478"
"0,5112","0,6006"
"0,34","0,6246"
"0,078","1,041"
"0,072","0,3666"
"0,0494","0,7332"
"0,124","1,0476"
"0,1825","0,22"
"0,1248","0,1356"
"0,1935","0,0678"
"0,1748","0,2034"
"0,154","0,0678"
"0,0432","0,0226"
"0,023","0,226"
"0,0908","0,0904"
"0,0868","0,1808"
"0,323","0,2034"
"0,353","0,1356"
"0,3296","0,4344"
"0,2595","0,5952"
"0,174","0,4312"
"0,1868","0,8595"
"0,1232","0,876"
"0,4","0,1906"
"0,317","0,1159"
"0,1924","1,075"
"0,266","0,23"
"0,1325","0,2512"
"0,276","0,7398"
"0,0252","1,1286"
"0,0945","1,156"
"0,456","1,156"
"0,1446","0,0904"
"0,0848","0,0678"
"0,2289","0,2034"
"0,433","0,1356"
"0,0645","0,1582"
"0,1944","0,0452"
"0,1248","0,1582"
"0,3168","0,1582"
"0,353","0,0678"
"0,3078","0,113"
"0,0525","0,2198"
"0,3952","0,4296"
"0,277","0,8304"
"0,2709","0,924"
"0,4179","0,2172"
"0,2541","0,864"
"0,4788","0,2422"
"0,2088","0,3849"
"0,316","0,3945"
"0,2028","1,1655"
"0,2394","1,036"
"0,0434","1,2042"
"0,124","0,6525"
"0,1344","1,044"
"0,1452","0,0678"
"0,1284","0,0452"
"0,347","0,1356"
"0,2989","0,0452"
"0,0572","0,0226"
"0,1625","0,0904"
"0,0564","0,2034"
"0,0988","0,113"
"0,1911","0,0678"
"0,1014","0,0678"
"0,3408","0,6904"
"0,0898","0,4285"
"0,0854","0,6736"
"0,7281","0,0613"
"0,558","0,2094"
"0,1494","0,7315"
"0,226","0,426"
"0,0711","0,9585"
"0,1864","0,6648"
"0,1428","0,4432"
"0,0522","0,4352"
"0,0276","0,4352"
"0,254","0,9612"
"0,0969","1,044"
"0,294","0,1582"
"0,1165","0,0678"
"0,133","0,0452"
"0,2216","0,226"
"0,2891","0,0904"
"0,2142","0,1808"
"0,1335","0,0226"
"0,2637","0,2034"
"0,2394","0,1808"
"0,3105","0,0226"
"0,5336","1,208"
"0,3108","0,5515"
"0,1698","0,608"
"0,3708","0,233"
"0,055","0,5935"
"0,364","0,2588"
"0,1701","1,0108"
"0,2466","1,3734"
"0,1029","0,2862"
"0,0873","1,451"
"0,177","0,15"
"0,0984","0,15"
"0,0813","0,75"
"0,1488","0,777"
"0,4392","0,0904"
"0,1808","0,0226"
"0,0892","0,0678"
"0,233","0,2034"
"0,194","0,113"
"0,0422","0,1808"
"0,0705","0,0678"
"0,0912","0,0226"
"0,1512","0,1356"
"0,1782","0,0904"
"0,288","0,1419"
"0,2979","1,439"
"0,3768","0,1131"
"0,6104","0,2784"
"0,407","0,3129"
"0,1926","0,5095"
"0,0742","1,1313"
"0,2835","0,1401"
"0,3123","0,5552"
"0,2","0,4248"
"0,2244","0,8184"
"0,2118","0,4167"
"0,2232","1,2789"
"0,182","0,8202"
"0,353","0,0226"
"0,2061","0,0904"
"0,5067","0,0226"
"0,5744","0,0226"
"0,1666","0,2034"
"0,1386","0,113"
"0,225","0,0452"
"0,0765","0,226"
"0,192","0,226"
"0,228","0,1808"
"0,0342","0,768"
"0,3342","0,7987"
"0,039","0,6726"
"0,2425","0,717"
"0,097","0,8752"
"0,091","0,1236"
"0,0427","1,182"
"0,3654","1,0251"
"0,1932","0,6485"
"0,0236","1,1096"
"0,2196","0,9709"
"0,0264","0,5496"
"0,2232","0,2594"
"0,089","0,1245"
"0,086","0,1356"
"0,234","0,226"
"0,231","0,1808"
"0,3696","0,0904"
"0,1072","0,0904"
"0,216","0,0452"
"0,367","0,2034"
"0,1617","0,1808"
"0,0526","0,1356"
"0,369","0,2034"
"0,4249","0,804"
"0,3488","0,5388"
"0,1014","0,0963"
"0,288","0,3816"
"0,3038","0,6783"
"0,317","0,6475"
"0,0254","0,4108"
"0,0446","0,546"
"0,132","0,2184"
"0,1888","0,8736"
"0,0502","1,092"
"0,087","0,7336"
"0,1946","0,7336"
"0,2169","0,4148"
"0,228","0,1582"
"0,1065","0,226"
"0,1252","0,2034"
"0,1955","0,1356"
"0,2466","0,0678"
"0,239","0,113"
"0,0678","0,0904"
"0,17","0,226"
"0,293","0,0678"
"0,0826","0,1356"
"0,2352","0,6408"
"0,083","0,765"
"0,1765","0,5958"
"0,1551","0,2944"
"0,311","0,4662"
"0,2632","0,0696"
"0,2926","0,2148"
"0,1864","0,912"
"0,027","0,3464"
"0,048","0,5316"
"0,1275","0,819"
"0,0936","0,546"
"0,1666","0,2601"
"0,063","0,348"
"0,2072","0,1356"
"0,216","0,1356"
"0,0666","0,1582"
"0,062","0,226"
"0,0582","0,1356"
"0,0297","0,1582"
"0,0223","0,226"
"0,1374","0,1582"
"0,268","0,226"
"0,1388","0,1582"
"0,0568","0,656"
"0,0493","0,1971"
"0,2233","0,319"
"0,3897","0,5688"
"0,084","0,4746"
"0,1615","0,3675"
"0,0681","0,1718"
"0,4113","0,3705"
"0,0735","0,2286"
"0,0932","0,0858"
"0,1936","0,616"
"0,045","0,792"
"0,0598","0,489"
"0,1755","0,4704"
"0,151","0,2034"
"0,1434","0,0904"
"0,257","0,0904"
"0,1332","0,0226"
"0,2576","0,0226"
"0,2835","0,1582"
"0,0267","0,1356"
"0,2208","0,2034"
"0,1372","0,1808"
"0,2565","0,0226"
"0,0478","0,6636"
"0,2331","0,5335"
"0,1805","1,0647"
"0,19","0,6645"
"0,1495","0,9303"
"0,2292","1,366"
"0,0514","0,2788"
"0,0452","1,3572"
"0,176","1,0115"
"0,2406","0,1381"
"0,0915","0,5696"
"0,1584","1,446"
"0,0888","0,1414"
"0,0706","0,5476"
"0,548","0,1582"
"0,0209","0,1582"
"0,24","0,2034"
"0,0248","0,0226"
"0,2233","0,0226"
"0,2695","0,113"
"0,1505","0,0226"
"0,1164","0,1808"
"0,0864","0,2034"
"0,554","0,1808"
"0,4644","0,6258"
"0,344","0,1004"
"0,376","0,5928"
"0,0908","0,7872"
"0,06","0,6528"
"0,2848","1,068"
"0,174","0,2136"
"0,137","1,148"
"0,0834","0,442"
"0,298","0,217"
"0,2576","1,085"
"0,0594","0,553"
"0,2112","0,3387"
"0,159","1,0332"
"0,0584","0,0678"
"0,213","0,2034"
"0,168","0,226"
"0,0808","0,0678"
"0,125","0,1582"
"0,1925","0,0226"
"0,2178","0,0226"
"0,2052","0,0452"
"0,1776","0,0678"
"0,0558","0,0226"
"0,3012","0,7038"
"0,0557","0,3012"
"0,1701","0,612"
"0,0687","0,4535"
"0,6552","0,2601"
"0,619","0,2166"
"0,1592","1,116"
"0,0728","0,8743"
"0,2292","0,1203"
"0,0867","0,9128"
"0,1032","1,1979"
"0,1056","0,7806"
"0,219","0,777"
"0,2052","0,765"
"0,1704","0,2034"
"0,1872","0,113"
"0,112","0,226"
"0,118","0,1808"
"0,1175","0,0904"
"0,2214","0,1808"
"0,073","0,1582"
"0,2527","0,1582"
"0,0657","0,1582"
"0,117","0,0904"
"0,193","0,4884"
"0,6498","0,2835"
"0,3198","0,1644"
"0,543","0,6993"
"0,1278","0,43"
"0,4298","0,366"
"0,0323","1,0728"
"0,351","0,1211"
"0,156","0,9768"
"0,2853","0,508"
"0,203","0,7554"
"0,0506","0,5036"
"0,052","0,6295"
"0,3411","0,1149"
"0,288","0,0678"
"0,0657","0,1582"
"0,0717","0,226"
"0,0936","0,1582"
"0,2184","0,1582"
"0,2088","0,1356"
"0,2394","0,0904"
"0,2916","0,0452"
"0,292","0,0904"
"0,3088","0,1582"
"0,0798","0,6768"
"0,0913","0,09"
"0,536","0,135"
"0,1665","0,0707"
"0,2488","0,63"
"0,1626","0,888"
"0,1864","0,0899"
"0,328","0,899"
"0,1816","0,4495"
"0,115","0,7544"
"0,1344","0,452"
"0,0289","0,2712"
"0,2051","0,2712"
"0,0532","0,452"
"0,2601","0,226"
"0,113","0,0226"
"0,1416","0,226"
"0,1896","0,1582"
"0,1768","0,1582"
"0,244","0,0678"
"0,284","0,0678"
"0,0912","0,2034"
"0,1792","0,2034"
"0,0927","0,0226"
"0,0944","0,515"
"0,425","0,1587"
"0,273","0,553"
"0,1884","0,339"
"0,368","0,1539"
"0,3224","0,1674"
"0,169","0,1244"
"0,0936","0,4506"
"0,0448","0,5257"
"0,0294","0,0731"
"0,2592","0,4062"
"0,313","0,4062"
"0,1512","0,0731"
"0,104","0,4386"
"0,1216","0,226"
"0,0932","0,2034"
"0,305","0,1356"
"0,1059","0,1808"
"0,0762","0,0904"
"0,096","0,0678"
"0,119","0,0226"
"0,0908","0,1582"
"0,158","0,226"
"0,2432","0,113"
"0,4815","0,1002"
"0,0842","0,1676"
"0,3006","0,4408"
"0,1795","0,4176"
"0,1756","0,0606"
"0,418","0,283"
"0,2988","0,558"
"0,1962","0,5184"
"0,0214","0,2259"
"0,0762","0,539"
"0,232","0,539"
"0,1416","0,231"
"0,1425","0,616"
"0,204","0,231"
"0,105","0,226"
"0,0952","0,226"
"0,0446","0,1582"
"0,2844","0,0226"
"0,0933","0,1356"
"0,0783","0,1808"
"0,1976","0,1808"
"0,168","0,0904"
"0,065","0,0226"
"0,041","0,1582"
"0,3152","0,7389"
"0,3584","0,8235"
"0,0698","0,2487"
"0,3992","0,828"
"0,334","0,655"
"0,2928","0,3645"
"0,232","0,853"
"0,0556","0,3844"
"0,104","0,6084"
"0,1935","0,3105"
"0,2448","0,501"
"0,1245","0,1002"
"0,237","0,2056"
"0,0207","0,526"
"0,1076","0,1808"
"0,1624","0,1808"
"0,1308","0,1808"
"0,073","0,1582"
"0,107","0,0452"
"0,2","0,0904"
"0,1458","0,226"
"0,0468","0,1356"
"0,1895","0,1356"
"0,1263","0,2034"
"0,3549","0,637"
"0,633","0,2517"
"0,1752","0,6885"
"0,0525","0,4375"
"0,0454","0,4655"
"0,1017","1,08"
"0,137","1,136"
"0,116","0,568"
"0,0702","0,9576"
"0,2331","0,2354"
"0,024","1,177"
"0,1395","0,2314"
"0,2954","1,054"
"0,369","0,4216"
"0,159","0,2034"
"0,141","0,0226"
"0,1375","0,226"
"0,475","0,113"
"0,0367","0,226"
"0,16","0,2034"
"0,0836","0,2034"
"0,2086","0,1356"
"0,1631","0,1356"
"0,1976","0,0678"
"0,434","0,4644"
"0,344","0,11"
"0,3645","0,6942"
"0,0868","0,0975"
"0,2568","0,53"
"0,4768","0,2739"
"0,1806","0,7805"
"0,3328","0,964"
"0,2907","0,4904"
"0,3374","0,872"
"0,3105","0,6516"
"0,156","0,7734"
"0,2328","1,1421"
"0,0274","1,1601"
"0,1064","0,0678"
"0,262","0,0452"
"0,2568","0,0678"
"0,122","0,1356"
"0,3339","0,2034"
"0,4167","0,0678"
"0,04","0,113"
"0,1155","0,1356"
"0,1744","0,113"
"0,4932","0,0904"
"0,25","1,383"
"0,0371","1,1367"
"0,2526","0,9792"
"0,2334","0,0877"
"0,724","0,3268"
"0,2093","1,0467"
"0,2048","1,0712"
"0,2072","0,668"
"0,2352","0,3963"
"0,322","0,3978"
"0,1525","1,076"
"0,053","1,345"
"0,313","0,1317"
"0,1908","0,7584"
"0,0714","0,0452"
"0,223","0,1356"
"0,295","0,2034"
"0,0307","0,0904"
"0,119","0,1582"
"0,27","0,0678"
"0,0227","0,1808"
"0,0476","0,0904"
"0,0316","0,226"
"0,0873","0,0452"
"0,45","0,3432"
"0,306","0,0604"
"0,288","0,1102"
"0,2772","0,2835"
"0,1405","0,42"
"0,3728","0,4008"
"0,1805","0,3206"
"0,0281","0,5096"
"0,0235","0,1854"
"0,0614","0,381"
"0,1285","0,6102"
"0,109","0,1356"
"0,0714","0,3485"
"0,0275","0,6093"
"0,078","0,1582"
"0,0678","0,0904"
"0,1036","0,1356"
"0,0253","0,2034"
"0,1032","0,113"
"0,294","0,1808"
"0,253","0,0226"
"0,0897","0,0904"
"0,0273","0,1582"
"0,272","0,2034"
"0,1086","0,508"
"0,3766","0,049"
"0,0499","0,2821"
"0,043","0,119"
"0,0846","0,0607"
"0,144","0,4081"
"0,2672","0,4824"
"0,0904","0,2046"
"0,0908","0,6579"
"0,2051","0,0687"
"0,268","0,0687"
"0,267","0,2061"
"0,2124","0,1416"
"0,231","0,0712"
"0,2376","0,1356"
"0,0864","0,0678"
"0,1615","0,1582"
"0,3267","0,0678"
"0,2295","0,1356"
"0,1052","0,1356"
"0,138","0,2034"
"0,1752","0,0904"
"0,084","0,113"
"0,498","0,1582"
"0,5058","0,6336"
"0,3078","0,5936"
"0,3455","0,154"
"0,0288","0,2859"
"0,1008","0,1016"
"0,1212","0,6811"
"0,2709","0,8016"
"0,1115","0,6012"
"0,245","0,7455"
"0,0263","0,3066"
"0,0287","0,1022"
"0,223","0,213"
"0,2304","0,104"
"0,0738","0,5808"
"0,3576","0,0678"
"0,0237","0,226"
"0,129","0,1808"
"0,296","0,0226"
"0,0224","0,1808"
"0,0438","0,1808"
"0,119","0,1808"
"0,0798","0,113"
"0,1132","0,2034"
"0,2373","0,0226"
"0,634","0,1746"
"0,4067","0,4315"
"0,1161","0,1041"
"0,388","1,129"
"0,1328","0,5745"
"0,1896","0,8192"
"0,301","0,4096"
"0,0738","0,2406"
"0,0341","0,3276"
"0,1316","0,9621"
"0,2696","1,0431"
"0,1344","0,4484"
"0,2889","0,227"
"0,1344","0,4204"
"0,2244","0,226"
"0,224","0,226"
"0,2205","0,226"
"0,2086","0,226"
"0,1841","0,226"
"0,0299","0,113"
"0,1108","0,0904"
"0,1392","0,226"
"0,2","0,0452"
"0,1144","0,1356"
"0,184","0,45"
"0,16","0,5"
"0,0347","0,1924"
"0,1576","0,252"
"0,232","0,1221"
"0,0924","0,3861"
"0,3258","0,1078"
"0,0466","0,296"
"0,122","0,3396"
"0,2296","0,5094"
"0,0251","0,3145"
"0,114","0,0629"
"0,1768","0,2516"
"0,1266","0,5032"
"0,1652","0,0678"
"0,0988","0,1582"
"0,2214","0,2034"
"0,2648","0,0678"
"0,3357","0,0226"
"0,253","0,0904"
"0,2142","0,0226"
"0,1872","0,1582"
"0,232","0,0226"
"0,1065","0,0226"
"0,0622","0,58"
"0,2786","0,5264"
"0,0308","0,7"
"0,3784","0,3035"
"0,177","0,2576"
"0,1112","0,6048"
"0,0508","0,378"
"0,0968","0,392"
"0,0434","0,7236"
"0,051","0,4548"
"0,0804","0,758"
"0,364","0,687"
"0,356","0,4816"
"0,0936","0,3155"
"0,1233","0,1582"
"0,108","0,0678"
"0,3258","0,0904"
"0,151","0,0226"
"0,0522","0,0904"
"0,2376","0,0226"
"0,1372","0,0678"
"0,229","0,1356"
"0,1452","0,1582"
"0,0391","0,0226"
"0,171","0,7866"
"0,2513","0,2799"
"0,5643","0,4315"
"0,3296","0,1846"
"0,0688","0,3075"
"0,387","0,532"
"0,1904","0,3267"
"0,2133","0,7784"
"0,293","0,3207"
"0,2016","0,5385"
"0,2359","0,9603"
"0,1215","0,999"
"0,044","0,1137"
"0,0754","1,0017"
"0,0744","0,0452"
"0,02","0,0904"
"0,1071","0,226"
"0,1734","0,1582"
"0,311","0,0452"
"0,243","0,113"
"0,0233","0,1582"
"0,1917","0,0904"
"0,156","0,1808"
"0,179","0,113"
"0,3024","0,2776"
"0,0746","0,4422"
"0,0936","0,2613"
"0,365","0,4908"
"0,3141","0,6104"
"0,1864","0,6968"
"0,376","0,3228"
"0,1017","0,4842"
"0,1155","0,4625"
"0,0249","0,36"
"0,09","0,9"
"0,0241","0,555"
"0,106","0,4625"
"0,0521","0,2412"
"0,3015","0,1808"
"0,0444","0,0226"
"0,1841","0,0904"
"0,1458","0,1582"
"0,1565","0,0226"
"0,06","0,0678"
"0,2184","0,113"
"0,226","0,1582"
"0,339","0,1808"
"0,3968","0,0452"
"0,2265","0,889"
"0,1724","0,6424"
"0,483","0,6345"
"0,2488","0,2628"
"0,4509","0,1752"
"0,292","0,0855"
"0,0234","0,2016"
"0,0956","1,048"
"0,11","0,524"
"0,0732","0,2096"
"0,0298","0,498"
"0,2394","0,6832"
"0,075","0,5145"
"0,2826","0,7035"
"0,0298","0,1356"
"0,0222","0,2034"
"0,1422","0,226"
"0,0584","0,226"
"0,1255","0,2034"
"0,126","0,0678"
"0,293","0,1356"
"0,1981","0,0452"
"0,0849","0,1808"
"0,524","0,1808"
"0,359","0,3942"
"0,1472","0,666"
"0,2604","0,0672"
"0,0734","0,4746"
"0,041","0,5625"
"0,164","0,122"
"0,111","0,346"
"0,2439","0,6804"
"0,021","0,486"
"0,118","0,081"
"0,249","0,6344"
"0,0968","0,15"
"0,264","0,6"
"0,12","0,243"
"0,1785","0,113"
"0,0976","0,1808"
"0,1953","0,0452"
"0,2152","0,1582"
"0,239","0,1582"
"0,1816","0,2034"
"0,236","0,226"
"0,2835","0,0226"
"0,1668","0,113"
"0,168","0,113"
"0,3504","0,0984"
"0,1156","0,5292"
"0,134","0,621"
"0,1984","0,5589"
"0,189","0,2955"
"0,3346","0,41"
"0,1748","0,0465"
"0,1624","0,3978"
"0,0239","0,663"
"0,121","0,5967"
"0,1728","0,3978"
"0,233","0,3978"
"0,2555","0,2136"
"0,2484","0,4806"
"0,2043","0,0226"
"0,1554","0,0226"
"0,0972","0,226"
"0,0231","0,0904"
"0,1608","0,0904"
"0,2745","0,226"
"0,2198","0,113"
"0,1184","0,113"
"0,0644","0,0904"
"0,3648","0,0226"
"0,3798","0,4608"
"0,296","0,4998"
"0,419","0,1306"
"0,271","0,332"
"0,1326","0,0649"
"0,2765","0,5936"
"0,271","0,525"
"0,15","0,4595"
"0,249","0,2817"
"0,2151","0,5634"
"0,045","0,2877"
"0,1484","0,2877"
"0,0476","0,5754"
"0,278","0,906"
"0,144","0,0452"
"0,1712","0,1582"
"0,266","0,0452"
"0,1108","0,0226"
"0,319","0,2034"
"0,2408","0,0678"
"0,18","0,1582"
"0,1988","0,226"
"0,1416","0,226"
"0,114","0,0226"
"0,2888","0,2098"
"0,3735","0,3968"
"0,4185","0,8415"
"0,1094","0,747"
"0,471","0,6559"
"0,0873","1,017"
"0,3375","0,2134"
"0,031","0,1095"
"0,2002","0,2238"
"0,0792","0,1111"
"0,1372","0,4292"
"0,1072","0,5585"
"0,3114","0,992"
"0,1264","0,3792"
"0,0918","0,2034"
"0,225","0,2034"
"0,2403","0,113"
"0,1065","0,0226"
"0,3861","0,0226"
"0,1488","0,113"
"0,0241","0,226"
"0,0936","0,1582"
"0,1561","0,0226"
"0,1296","0,0678"
"0,1806","0,7768"
"0,0436","0,3608"
"0,2384","0,3524"
"0,226","0,2028"
"0,4128","0,5176"
"0,0664","0,5472"
"0,0282","0,894"
"0,17","0,0934"
"0,2254","0,872"
"0,3285","0,0933"
"0,251","0,4116"
"0,137","0,953"
"0,2618","0,5664"
"0,1076","0,408"
"0,0945","0,226"
"0,0221","0,0904"
"0,0801","0,226"
"0,1195","0,226"
"0,1652","0,0452"
"0,246","0,0904"
"0,3367","0,226"
"0,0888","0,0226"
"0,026","0,1582"
"0,3066","0,1582"
"0,0802","0,785"
"0,3584","0,157"
"0,099","0,8145"
"0,1068","0,7368"
"0,3357","0,2571"
"0,3","0,3012"
"0,0742","0,084"
"0,192","0,3384"
"0,591","0,4758"
"0,0903","0,2379"
"0,1526","0,0967"
"0,0872","0,8892"
"0,1236","0,2877"
"0,1686","0,872"
"0,195","0,0226"
"0,1752","0,226"
"0,1561","0,0904"
"0,27","0,1582"
"0,2331","0,1808"
"0,075","0,1356"
"0,2432","0,0904"
"0,24","0,0452"
"0,409","0,0452"
"0,2335","0,113"
"0,0999","0,573"
"0,32","0,974"
"0,3152","0,6818"
"0,2032","0,4152"
"0,2979","0,519"
"0,3717","0,5082"
"0,2886","0,0847"
"0,1005","0,866"
"0,0634","0,195"
"0,3","0,4328"
"0,0666","0,4084"
"0,3176","0,9009"
"0,0381","0,184"
"0,0758","0,8604"
"0,2471","0,0452"
"0,301","0,0678"
"0,0266","0,1808"
"0,1854","0,1582"
"0,0432","0,0226"
"0,0714","0,0452"
"0,1992","0,2034"
"0,1856","0,2034"
"0,0756","0,1582"
"0,2072","0,1808"
"0,2632","0,4038"
"0,0392","0,483"
"0,0656","0,3876"
"0,1476","0,3857"
"0,2515","0,3174"
"0,1576","0,1178"
"0,0693","0,4362"
"0,181","0,5192"
"0,0315","0,4676"
"0,1536","0,0767"
"0,0256","0,0767"
"0,0261","0,1494"
"0,2768","0,359"
"0,1264","0,3085"
"0,2316","0,0678"
"0,2058","0,226"
"0,1856","0,0452"
"0,1568","0,1582"
"0,1505","0,0678"
"0,0289","0,0226"
"0,1555","0,113"
"0,0813","0,1808"
"0,1362","0,113"
"0,2484","0,226"
"0,1068","0,1332"
"0,2943","0,1948"
"0,2023","0,3186"
"0,2696","0,477"
"0,13","0,165"
"0,1745","0,617"
"0,2488","0,248"
"0,1076","0,18"
"0,1981","0,48"
"0,1936","0,12"
"0,1365","0,3726"
"0,257","0,0578"
"0,1269","0,4232"
"0,1698","0,2288"
"0,232","0,0226"
"0,1755","0,226"
"0,0462","0,0904"
"0,2152","0,2034"
"0,2187","0,1582"
"0,024","0,0678"
"0,1904","0,2034"
"0,2128","0,1356"
"0,118","0,1808"
"0,2952","0,0678"
"0,1046","0,3885"
"0,2732","0,35"
"0,2611","0,1716"
"0,144","0,6517"
"0,1896","0,4016"
"0,1125","0,2799"
"0,0792","0,1952"
"0,1048","0,7658"
"0,1808","0,4376"
"0,069","0,8944"
"0,2023","0,6444"
"0,144","0,8592"
"0,174","0,1073"
"0,1626","0,5265"
"0,0269","0,0226"
"0,288","0,1356"
"0,2124","0,2034"
"0,1252","0,1582"
"0,2527","0,0226"
"0,0462","0,1582"
"0,159","0,0904"
"0,1195","0,2034"
"0,133","0,0678"
"0,184","0,1582"
"0,1468","0,3111"
"0,321","0,554"
"0,0519","0,6174"
"0,351","0,9567"
"0,1464","0,484"
"0,1416","1,113"
"0,2296","0,2492"
"0,1255","0,3957"
"0,1308","0,1273"
"0,333","1,1457"
"0,1146","0,6245"
"0,1396","0,8197"
"0,1128","0,3798"
"0,0924","0,2532"
"0,227","0,0452"
"0,1596","0,226"
"0,2548","0,1356"
"0,1101","0,226"
"0,118","0,113"
"0,0834","0,0452"
"0,0259","0,0904"
"0,0542","0,0678"
"0,184","0,1582"
"0,0249","0,226"
"0,263","0,8046"
"0,3546","0,388"
"0,1368","0,378"
